"id","order_id","date","review","rating"
"6a02ac22-544a-4686-8287-172ea9efbff9","h3ej-j8dp","2023-10-31 15:16:43.985000 UTC","missing item. yogurt peach pie","1.0"
"774a6629-f2f8-4159-93e0-5310b8386ffd","h3ej-5fay","2023-10-31 03:12:45.547000 UTC","I ordered a mudpie mcflurry but got oreo","1.0"
"6b6531c5-b2d3-45ad-b2bc-d4d7fefad009","h3ej-p8s4","2022-04-19 22:20:51.489000 UTC","Rider took initiative to message me that he is waiting for my order and delivery was done promptly. Good work and keep it up. ","5.0"
"08ba127b-2919-4a78-9c4c-d5acdd9e5e5d","h3ej-8h49","2023-02-04 02:01:47.841000 UTC","honey n butter wasn't given for my pancakes n my kids went down to buy butter n maple syrup!not even utensils that I've requested. let this be a lesson no matter how busy the restaurant is!","1.0"
"5227c32d-7f6d-41f5-a728-830611afa330","h3ej-muwt","2023-12-19 05:39:00.505000 UTC","Fries were all cold and soggy","4.0"
"ebe68628-7276-493d-ada7-bc53e31dd697","h3ej-000k","2023-12-19 00:53:03.497000 UTC","???????????????","5.0"
"4dc20f9d-a599-47a4-bb59-ad5b74987e3e","h3ej-qy2y","2023-06-01 16:08:41.898000 UTC","thank you so much ??????","5.0"
"0068e80e-f7e0-4a2e-abba-88f932ad001c","h3ej-7kj2","2023-06-01 16:08:51.149000 UTC","tasty ??????","5.0"
"96c5324d-9c9d-463d-a9f5-c7a8a9e43234","h3ej-87wq","2023-06-01 14:38:24.377000 UTC","fries sloggy. ","1.0"
"40df2a49-c323-424a-a74e-d4cb943066c1","h3ej-n0cx","2023-06-22 13:47:18.415000 UTC","rider knock door loudly wen hav already said coming. woke my newborn","1.0"
"7435a402-78f2-427a-a33c-95dca1eb56fc","h3ej-286c","2023-10-11 01:59:13.050000 UTC","Ordered hotcakes and did not receive the syrup. Not the first time.","2.0"
"c1e72707-7113-4228-bbb0-b6fec6fe76e5","h3ej-8k7y","2023-01-07 10:47:56.994000 UTC","Nice","5.0"
"5d37ea9d-f3da-4b70-b39a-9cd229f70506","h3ej-ijju","2022-09-21 17:51:53.296000 UTC","Fries under cooked . Nuggets over cooked. ","2.0"
"ae8cae61-1401-4f34-b3d2-6a82fd7c76d5","h3ej-ah3d","2023-07-23 10:08:59.792000 UTC","The food is cold upon receiving it. Please feedback to me on this matter","1.0"
"447f26e0-496e-4812-b892-cb39e8b73879","h3ej-v10w","2023-09-27 17:15:18.199000 UTC","Fast ","4.0"
"624687cb-906c-43e7-8608-9075476eabc3","h3ej-5s2j","2023-09-27 09:32:12.289000 UTC","milo spillage....","1.0"
"3347d81f-ce37-4ccc-aa03-c9f1e62264c4","h3ej-wsok","2023-05-14 14:35:52.894000 UTC","this rider is very good service also and very friendly also and very nice service also and I very love it so much so thank you very much ","5.0"
"4019bcc5-590e-4f6f-8ead-98e98e365ab9","h3ej-13h0","2023-05-27 03:42:03.137000 UTC","fast delivery, thk u","5.0"
"8d8c2c78-90fe-4229-9d39-f7026717b903","h3ej-qkb7","2021-01-13 07:32:42.746000 UTC","One drink never come","1.0"
"a0c25b80-e794-411c-bb69-2f6ada7b14bf","h3ej-pxrr","2023-07-22 03:56:05.722000 UTC","vert bad. order 1 happy meal hotcakes and 1 set value meal. but didn't provide the maple syrup. how we should eat if too plain? ","1.0"
"f9f45224-dbf0-4335-87cf-6934b99af603","h3ej-i0p8","2023-07-22 03:15:18.945000 UTC","Delayed food order. They really wasted so much time. After all its Mcdonalds, they are suppose to be a fast food chain. But they are the slowest 90% of the time.","1.0"
"5b0366c4-c283-4e97-9999-eccd017e5ffd","h3ej-8k81","2022-03-17 18:10:27.110000 UTC","waited too long","3.0"
"ddbc294c-7f70-45e3-8c95-423c63e023af","h3ej-9uv2","2022-03-17 16:18:01.564000 UTC","fries was dried up. order was delayed ","3.0"
"0707c974-7bd0-4356-9c9a-b76394f554ef","h3ej-2sir","2023-09-12 13:04:09.746000 UTC","the order came late.my fries and nugget was already cold.","3.0"
"5236c26d-3714-43dc-b6f6-ce849936cf91","h3ej-lrif","2023-09-12 16:45:03.637000 UTC","Fuck foodpanda ","1.0"
"722e5fb0-3ca0-4781-8a61-c71dccf343b4","h3ej-fub9","2023-09-12 16:45:22.211000 UTC","Missing order","1.0"
"346061a6-29e5-4ad2-9edf-e4f3a36a9033","h3ej-0oc4","2023-07-08 10:05:20.456000 UTC","order milo in cup not a plastic bag ","3.0"
"16cfc158-ed28-45c2-af8b-710b0c494089","h3ej-6nif","2023-07-08 09:57:04.785000 UTC","Good service ","5.0"
"971b1f04-c716-4686-b047-c4bab0fe078e","h3ej-wzgc","2023-07-08 10:27:14.572000 UTC","missing one burger, fries is cold, mccrsipy only came 1 pcs, thanks mcd!!! period! ????","1.0"
"e6c21e01-5342-4418-948a-12881e17754e","h3ej-c3q2","2023-07-08 01:56:13.108000 UTC","the hash browns stick to the paper. food was cold. ","1.0"
"99feb4ee-c866-429c-b01e-a4cfde409697","h3ej-udg4","2023-11-23 06:43:16.616000 UTC","Missing apple slice ","2.0"
"8d7cdafb-29b0-46d5-a4e5-185feccba355","h3ej-ihdm","2023-11-23 19:03:09.931000 UTC","the french fries very soge","3.0"
"0baa8832-ffe3-4b6c-9c40-5a93ef4432ec","h3ej-w20w","2023-11-23 05:20:36.909000 UTC","only a bit of spillage, other than this, all is good. thank you rider and mcdonalds.","5.0"
"c96424f9-1172-491b-94db-6cc7ddf69399","h3ej-9x47","2023-11-23 05:20:00.427000 UTC","not much spillage of the drink,food is good. thank you rider and mcdonalds","5.0"
"121255ff-8b76-4c3c-bdc6-cd6afbdd34e7","h3ej-xkzu","2023-11-23 02:21:06.321000 UTC","Did not follow instructions ","1.0"
"33e73d89-d1b1-4b18-b307-7fdc07646414","h3ej-aj4e","2023-11-23 22:26:12.681000 UTC","Waited over an hour for what was a promised of 30min. The food arrived was cold. Kids waited till they slept.","1.0"
"04e4039d-22b8-4469-8e22-6856c8aa5211","h3ej-u8q8","2023-03-04 14:09:29.479000 UTC","missing 3 meal sets! ridiculous! couple that with Foodpanda bad customer service..what a combi...","1.0"
"05657827-83d7-49c2-a91f-f6a5558e2979","h3ej-yut5","2023-03-04 18:08:14.154000 UTC","Waiting time super long n service not good. ","1.0"
"08df6b66-db7a-45c2-82c3-79c0b5763c1f","h3ej-fflz","2022-05-31 02:54:17.533000 UTC","My ice cream came with so little choc sauce ","1.0"
"7a097083-2f82-4dd7-9712-03bafcac866c","h3ej-a1h2","2022-05-31 09:59:01.419000 UTC","Some missing items when order arrived. Disappointed in recovery service frm FP. ","1.0"
"ef1a39d8-fa13-4c82-9b13-29af310ce5a2","h3ej-zeho","2023-04-22 05:26:27.552000 UTC","one of the coffee was only half full","2.0"
"a5b02121-71d7-4127-9e1d-755fdf67c835","h3ej-mu6t","2023-04-22 02:33:18.455000 UTC","Rider don't know y send to me with missing items?
MC donald do check properly of Missing items of 1 breakfast wrap n 1 chicken mc miffin with egg anot?
Is mc donald got check?
Y food missing on del","1.0"
"6d8ca9bf-2349-489a-94c7-c93eaf25af02","h3ej-blfy","2023-11-17 02:07:59.687000 UTC","Food was bland, portion has shrinked and waiting time was long. Saving grace is rider who was patiently waiting for the order and delivered to us quickly. ","1.0"
"091a8b35-c094-4467-ac5a-20940987f2c2","h3ej-dgjh","2023-02-19 09:44:04.179000 UTC","There was a very long delay.ice cream literally melted and fries was super cold","1.0"
"8c35b1d1-e1fe-4421-91f8-2d8e084817b6","h3ej-yddb","2023-11-22 11:37:18.326000 UTC","The food served was very cold.. but its okay","2.0"
"d290c7d9-d5d8-4cee-af08-654434c81cdd","h3ej-fhwq","2023-11-16 23:49:06.425000 UTC","I ordered in 610am n was delivered 745am!!! N my son jus go off to school without having any breakfast,no sound from them when is late!","1.0"
"81dfba8b-e221-464e-9ae4-7c3d01c84d2c","h3ej-npiw","2023-10-18 02:34:44.298000 UTC","Delivery was fast and smooth ","4.0"
"f20b1b08-e169-4804-9e87-d374fc8a3f06","h3ej-srbb","2023-11-05 05:44:18.471000 UTC","Orders came short","1.0"
"fd0e38d9-9f58-429f-8aa8-8c45f741393b","h3ej-lzb7","2023-04-15 05:45:31.436000 UTC","Very nice. Thank you. ","5.0"
"67a8cab7-0acb-481e-9b4f-78cc47d79015","h3ej-lamy","2023-09-22 12:59:56.406000 UTC","delicious ","5.0"
"c74349b1-7b8d-4c34-8213-3ff6a8c295e4","h3ej-1gtx","2023-09-22 16:43:38.789000 UTC","very slow delivert waited almost 2hrs","1.0"
"b052fcf4-d015-4014-8667-44eb95893e87","h3ej-fr0z","2023-11-24 03:01:42.401000 UTC","No bbq sauce condiment given to the nuggets meals.","4.0"
"de071765-dba2-47e0-b7c2-1f9fb9bb94c0","h3ej-kvrk","2022-05-27 02:23:46.761000 UTC","Great!","5.0"
"44bf327b-1e7f-4663-be5d-578180e1ad0b","h3ej-ht6f","2023-11-08 20:48:04.302000 UTC","???????????????","1.0"
"f8c31f48-0b5b-4872-8f10-2cc54060c146","h3ej-979c","2020-12-12 11:10:37.554000 UTC","What is wrong with McDonald where the fuck is my Oreo bits!!!","1.0"
"14e52f7b-cbca-462f-9ae8-c1d3e09ff943","h3ej-ehj1","2022-06-05 04:22:03.563000 UTC","I order caramel oreo flappy. but I received only caramel flappy no oreo. ","4.0"
"ced75cd1-f087-4c69-9d21-268f792e4ec4","h3ej-2u4h","2023-02-26 13:48:49.023000 UTC","There was hair in the food ","1.0"
"6421c88b-37f2-479f-b877-89171c01b658","h3ej-h026","2023-02-26 11:13:07.111000 UTC","Very bad experience, missing my items three times and every time missing my kids happy meal","1.0"
"0490845e-e820-4e53-9625-c46340c5045e","h3ej-uu93","2023-02-26 17:58:38.356000 UTC","Received wrong order","1.0"
"30a2d6d5-e8ee-4842-bbf1-2f05b33c1dd5","h3ej-adeu","2023-07-11 18:19:45.135000 UTC","bit late","3.0"
"3daf34ac-aeb8-4c1d-9723-0bcd5c48b32c","h3ej-c071","2023-07-11 10:22:29.811000 UTC","Excellent ","5.0"
"520c3525-0b82-48a0-baf8-4a02321ebcb2","h3ej-gl0i","2023-07-11 19:51:00.792000 UTC","Fillet o fish was very dry and fries was under cook","1.0"
"d5220ac2-9b79-4abc-9f18-296265b5dde1","h3ej-8m43","2023-10-17 04:20:05.419000 UTC","Fries were alittle soggy, but it's all good. ","4.0"
"316b332a-3a1e-492a-9a26-4ee9b1ade9c0","h3ej-tete","2023-10-17 09:28:07.513000 UTC","not bad .. the rider I like if he send..
","5.0"
"6a805bee-8e37-4128-8cc1-3c16711e9c19","h3ej-2leb","2023-10-17 03:24:28.560000 UTC","Great b'fast","5.0"
"75e92fd0-534f-47cf-a30b-d16a5ddc860d","h3ej-db7o","2022-06-01 14:21:33.864000 UTC","Paid for upsized meal but fries came half full. How does that justify what i paid? ","1.0"
"a9b108bc-f471-4b5d-b1c2-a31f6f7e4d81","h3ej-rujn","2021-05-12 22:39:09.197000 UTC","Extremely late. Food ended up being cold and the ice in my drink melted, diluting the drink","1.0"
"9b751f74-2d6a-4208-bbf8-b059220900f1","h3ej-v5i6","2021-09-05 09:41:10.454000 UTC","thank you","5.0"
"f5de5d9c-3f31-41e1-aa21-9c4e2a18417b","h3ej-zwsq","2021-09-05 17:05:54.676000 UTC","Good","5.0"
"8c7a3148-a2c3-4ec0-957e-62c989606f94","h3ej-h8u9","2023-07-20 04:05:47.370000 UTC","Wrong order given","2.0"
"b78dfdff-3d83-41de-80d3-acc59d5a82bb","h3ej-iwpt","2023-07-20 02:05:07.559000 UTC","Order additional hashbrown on top of meal but was not given.","3.0"
"da70d07d-3c5f-44fc-ab8c-b55016a56ab9","h3ej-si8x","2023-07-20 13:51:31.482000 UTC","every time I ordered and I asked for curry sauce but it never come together and my drink always spill...I tipped the rider $2 ,not a lot but...","1.0"
"efaea98f-6d14-4098-b787-c3b38c2698bf","h3ej-6zdf","2023-07-20 03:20:20.100000 UTC","Order came with torn bag and spilled food.","1.0"
"a199daac-1e53-43e6-84f2-39df7df0de88","h3ej-cerf","2021-04-15 12:11:22.440000 UTC","Missing order: ordered a box c but it wasnt delivered(never had missing order before if i order directly from Mcdonald web itself)

Wrong item: through help centre i amended my order, ordered frappe WITHOUT whipped cream but it came with whipped cream (so what???s the use of help centre when they said they had communicated with the restaurant)","2.0"
"caf34d8b-f11b-4999-8346-5003a5d09a4c","h3ej-3zhq","2022-09-15 02:34:35.075000 UTC","the tea frappe is too too sweet and taste weird.","4.0"
"f983071b-5375-4596-8d2f-6944b327e1b9","h3ej-fid2","2023-09-23 16:10:47.675000 UTC","texted deliverman i wanted ketchup and no chili sauce but guess the message was missed.. it would be better to add a function to comtact seller directly instead","3.0"
"6af61d1c-ec08-44bf-b162-e02f9e7da73c","h3ej-d0y2","2023-09-23 06:25:54.070000 UTC","too late","3.0"
"d9cce779-9cab-4bfe-bfa7-7182b7c9012c","h3ej-p2os","2023-09-23 01:26:23.712000 UTC","delivery took more than an hour and the drinks were a little spilled. other than that, food is still hot and in good order. ","4.0"
"0d557855-77c0-445c-9f4e-33b5fd0477e1","h3ej-0hys","2023-09-23 14:48:39.323000 UTC","thumbs up","5.0"
"28eec69d-b734-45ff-a61b-ae17b5820759","h3ej-bkzu","2023-09-23 15:04:55.459000 UTC","Driver's are the best ","5.0"
"4995af92-3890-418d-8a5b-d13c18484bae","h3ej-2gb0","2023-07-14 00:18:08.905000 UTC","never check items before let the rider take orde","3.0"
"7f610868-579e-4c10-b03e-94db4b47417e","h3ej-hq1h","2023-07-14 08:34:13.928000 UTC","Bless the rider","5.0"
"bfe727aa-5e25-4f1e-8136-8287e7a81d9d","h3ej-s1o7","2023-07-14 14:20:51.245000 UTC","I ordered shaker fries but it came normal fries for all! Pls refund me. ","1.0"
"782fb9f3-a8e0-401d-a14e-5b1dd27bee02","h3ej-6rr2","2023-07-14 12:19:31.500000 UTC","So long to deliver and arrive cold","1.0"
"9325bd99-c5c3-4296-a73c-b0a61efcbdd8","h3ej-dt7a","2021-05-09 20:06:45.115000 UTC","The fries is cold
Is not warm at all","1.0"
"2f31fd93-a353-46d4-aec3-3e07d59f492c","h3ej-k50g","2023-08-18 15:14:50.783000 UTC","Cold and long","2.0"
"60499834-8724-4fbf-86e1-4c0f44855416","h3ej-08qw","2023-08-18 11:09:21.811000 UTC","took so long everything is supeer cold","1.0"
"2456f00a-d872-4df9-ae3d-fe369a91dcf1","h3ej-irag","2021-07-23 17:15:48.810000 UTC","Missing items from the recent two orders, and spilled drinks.","3.0"
"3818948c-0c34-46ca-a37c-2b8ab3099fc8","h3ej-vcgz","2021-07-23 12:06:56.208000 UTC","The food was good but why is it like stingy from giving out the curry sauce. Give more pls","2.0"
"2c45bab9-6bc0-4ee4-9eb2-852fe5f32a08","h3ej-a1xh","2021-07-23 21:55:42.892000 UTC","It???s macdonalds . What can you expect","5.0"
"24531434-9fbe-4d36-a50c-d6b1aed927d6","h3ej-jxhm","2021-07-23 01:15:33.664000 UTC","When the ordered arrive my drinks were all spilled and instead having a medium coke for myself i can only pour it out into a cup. And didnt even apologize for the drink that spilled into the plastic bag","1.0"
"7bde6510-93e8-4562-ace7-48492d591380","h3ej-i17j","2022-01-31 07:49:40.623000 UTC","the drinks have no more ice already,  my prosperity burger don't have onion it was so plain less sauce and no curry sauce is provided.????","1.0"
"aff52eaf-002a-48fa-b646-d8681bd537e6","h3ej-6arj","2021-02-07 01:33:34.563000 UTC","Wrong drink order came","3.0"
"40d74c6c-1742-4d58-9e59-fcd8460f648f","h3ej-d4hy","2022-05-07 10:41:42.849000 UTC","Order not complete","1.0"
"f3edf002-3262-43c2-94d0-27e66a83d5ce","h3ej-zl40","2021-08-28 08:45:12.664000 UTC","Food was good, but there was spillage of drinks.","4.0"
"6819333e-397f-4b8b-ac4b-3544dd63d533","h3ej-zwvr","2022-06-15 08:36:10.988000 UTC","fries were missing ","2.0"
"3b9e10d2-f68a-45d8-883c-2d7c171a5d5f","h3ej-ibeq","2023-07-15 16:50:56.973000 UTC","order was delay due to surge in ordering. Should inform early as I can cancel it. Really disappointed ","3.0"
"183d6a1c-b5fc-439c-9876-751c9aa4628d","h3ej-7kn0","2023-07-15 03:08:09.434000 UTC","Quite slow to prep the orders","3.0"
"cce55722-1603-433d-adc5-fa5e71dda8ba","h3ej-mpf7","2023-07-15 15:51:48.473000 UTC","worst experience ever ","1.0"
"ae33d2b5-97a1-478e-8b93-2d67040a766b","h3ej-ool9","2022-11-18 10:22:02.217000 UTC","forgot to give my drink or did rider forgot","3.0"
"b0a3b404-a743-4949-a13f-50b4192592be","h3ej-ailw","2022-11-18 12:46:06.839000 UTC","????????????????????????????????????????","5.0"
"4f827bc4-12c2-47cf-98d1-f1beafc7bd0c","h3ej-d5sg","2023-06-21 16:29:12.623000 UTC","Good n yummy ","5.0"
"2164d00d-3cf8-4fee-a14f-0920124193d3","h3ej-dlg0","2021-04-23 13:53:13.212000 UTC","They forgot my chocolate pie!","1.0"
"84c4b9a3-aeca-494a-9046-01e1238e4143","h3ej-qxe7","2021-04-23 12:42:47.401000 UTC","Missing out my order and I have to reorder paying more.","1.0"
"88f82e2f-6348-496c-b202-0e2118c11781","h3ej-4x1l","2023-06-18 16:33:42.118000 UTC","ordered a fillet o fish meal with fries. but ended up with a apple pie. ????","3.0"
"46ce2c37-138f-4559-9fcb-04fa6a02851c","h3ej-mpv5","2023-06-18 17:28:50.895000 UTC","today food was exceptionally slow but my rider very patient. so touching sia","5.0"
"06e9c431-ea9d-46a6-8859-d43228214c0b","h3ej-p862","2023-06-18 14:21:47.580000 UTC","Wrong order received. Indicated fries no salt and requested for curry sauce but none of the request was met. ","1.0"
"bdac709f-7a82-49c7-8ad4-41cd7497e1a4","h3ej-sg9s","2023-06-18 11:07:42.903000 UTC","Those foods ( Macdonald ) was cold. French frizes were soft & cold as well. ","1.0"
"052edbbc-976d-4241-a2d4-16aa7bcea5a1","h3ej-8di7","2021-04-12 23:27:17.804000 UTC","Would like to hv customise options for drinks , in future.","5.0"
"c4b66df8-9c37-4c05-8d46-8f495ccd6f08","h3ej-d69k","2023-06-29 16:55:53.354000 UTC","missing order","4.0"
"8c0e20b6-96ab-40d3-a43e-b6411a0589c2","h3ej-2m06","2023-06-29 15:13:02.014000 UTC","Ok la excellent but pls next time add more cili sos and pls add 1 or 2 curry sos. Thanks","5.0"
"13ed1e3b-7675-4494-bd42-cde89be4e8da","h3ej-fjgy","2023-06-29 04:20:33.419000 UTC","food arrived piping hot at stipulated timing and came in correct order.","5.0"
"af2f195b-92dc-47be-b4e1-a9a535634dcc","h3ej-iigv","2023-06-29 13:50:54.985000 UTC","good service","5.0"
"0e61a3c5-8bb1-455f-bd62-1d567d356a18","h3ej-6q7l","2023-06-29 05:19:10.168000 UTC","Delivery like ant walk","1.0"
"0dacd50a-69d6-416b-b95a-aaed9cc0f22f","h3ej-400h","2023-06-29 22:47:24.087000 UTC","Took way too long for my order to be prepared before handing over to deliver. And also I ordered an add on of one Soy Honey chicken but it did not came with it.","1.0"
"6884aa5c-b3af-4d50-a127-e9f73e1c600c","h3ej-drah","2021-08-07 03:13:48.292000 UTC","Didn???t come with the big breakfast condiments. =| What???s big breakfast without Macs jam and salt and pepperrrrrr","3.0"
"5b00b785-b126-4055-afe4-a7871d24f583","h3ej-2h05","2021-08-07 02:37:04.036000 UTC","Missing items","1.0"
"6265fe4d-afee-4dcd-adc8-ba3f2d275efb","h3ej-u1ur","2023-09-15 03:00:26.900000 UTC","I VERY THEM SO MUCH I LOVE","5.0"
"f37613de-04e6-4d2e-8427-29fc84c47efa","h3ej-9wx0","2023-09-15 11:50:19.607000 UTC","i have a problem with the delivery man. He placed my order on the floor.","3.0"
"dc80cdbf-3aba-4aaa-9ff3-8247ccd5b01c","h3ej-xjj0","2023-09-15 03:01:06.098000 UTC","good service and good packing ","5.0"
"6444738f-67b8-42e0-be51-e129b053b84b","h3ej-65b6","2023-09-15 04:43:26.717000 UTC","my Coke spilled. but other than that,all is ok","4.0"
"d3d92b4f-5876-4d51-90ee-02b379b9ec10","h3ej-ma8t","2021-05-24 01:29:49.238000 UTC","Driver was friendly and cheerful","5.0"
"4f09da2a-9034-414b-b45d-9ef0f04e4ee6","h3ej-y74w","2021-06-02 22:52:48.593000 UTC","ok","1.0"
"3b530d02-1e3a-40db-9f7b-584e47641906","h3ej-u3h1","2021-06-02 03:42:08.717000 UTC","Food is cold","2.0"
"a17c234b-d7b3-49b0-8deb-00a96f9fdbf2","h3ej-6rnd","2021-06-02 00:03:50.844000 UTC","My order arrived too late.","1.0"
"a12ca098-684c-43dd-bca6-a2971f2788b5","h3ej-vnz0","2021-06-02 03:35:15.866000 UTC","Asked for chilli sauce more and also curry sauce never give. For double mcspicy and 1 large upsize fries meal, only 3 sachets of chilli sauce worst. Never had this problem before when ordering via grab.","3.0"
"1e12d35b-bead-48a9-81e5-a3d9d47ba325","h3ej-rowx","2021-06-02 04:16:31.321000 UTC","missed out butter for the two hotcakes","4.0"
"8948efd0-2c5f-4072-8575-80a83f16e468","h3ej-42nn","2023-11-28 22:31:30.983000 UTC","Service bad .. late prepare the food , almost 1 hour waiting time ","1.0"
"316e2292-e4a1-499d-a02e-eda247e60bf9","h3ej-6nps","2021-03-09 12:18:46.477000 UTC","Delicious food. Rider is very polite and punctual.","5.0"
"055ac246-9827-41c6-969b-e223edaa6514","h3ej-1xe4","2021-06-21 14:53:57.166000 UTC","Half of my drink is spilled out.","3.0"
"6c281223-02a8-4deb-893c-ce7ef3a362f2","h3ej-qq01","2021-06-21 13:38:02.285000 UTC","Cold","3.0"
"bb5c1930-fd0d-4861-a6aa-e5f97db64e66","h3ej-vbj3","2021-06-21 12:56:22.586000 UTC","Bad. Nuggets are cold, dry and stone hard.","1.0"
"65451273-1d6c-41a9-b21b-ad949520826e","h3ej-5499","2023-11-20 09:52:09.837000 UTC","too slot to get my food,im not happy with it because 6 plus in the morning and the food that I get come nearly to 8am.thats why im not happy on it.","3.0"
"682e92dc-6210-403d-a940-da2eda30a939","h3ej-nvwr","2023-11-20 10:50:52.517000 UTC","I VERY LIKE THIS RIDERS FOOD SERVICE IS VERY POWER GOOD AND VERY NICE ALSO I VERY LIKE IT SO MUCH THANK YOU SO MUCH I WILL GIVE HE A FIVE FOR INPROVEMENT AND FAST DELIVERY NICE SERVICE ALSO","5.0"
"6d8ca9bf-2349-489a-94c7-c93eaf25af02","h3ej-blfy","2023-11-20 10:56:18.204000 UTC","Food was bland, portion has shrinked and waiting time was long. Saving grace is rider who was patiently waiting for the order and delivered to us quickly. ","1.0"
